,Individual_ID,Site,Fem_ID,ID.treat,Species,sex,Treatment,Date_2,Mass_2,Notes_2,Date_3,Mass_3,Notes_3,Date_4,Mass_4,Notes_4,Date_5,Femur_5,Mass_5,Date_5.,Femur_5.,Mass_5.,Date_Adult,Mass_Adult,Femur_Adult,pre,Missing_legs,Date_Adult.,Mass_Adult.,Femur_Adult.,Date_dead,Pod_ID,Date_Hatch,HD_2,HD_3,HD_4,HD_5,HD_5.,HD_Adult,HD_Adult.,J1,J3,J4,J5,JA
302,A1_F2.7,A1,F2,A1F2.7.28L,sang,m,28L,NA,NA,NA,0015-05-07,0.0415,NA,0015-05-17,0.1572,NA,0015-06-06,NA,0.2024,NA,NA,NA,0015-05-25,0.3355,13.1,NA,NA,NA,NA,NA,NA,A1_F2_sanguin_28L,0015-04-24,NA,13,23,43,NA,31,NA,114,127,137,157,145
303,A1_F2.8,A1,F2,A1F2.8.28L,sang,m,28L,NA,NA,NA,0015-05-07,0.0517,NA,0015-05-15,0.1286,NA,NA,NA,NA,NA,NA,NA,0015-05-26,0.2354,11.1,NA,NA,NA,NA,NA,NA,A1_F2_sanguin_28L,0015-04-24,NA,13,21,NA,NA,32,NA,114,127,135,NA,146
304,RR_F1.1,RR,F1,RRF1.1.28L,sang,m,28L,0015-05-15,0.2033,2nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-05-23,0.3372,11.6,NA,NA,NA,NA,NA,NA,RR_F1_sanguin_28L,0015-04-24,21,NA,NA,NA,NA,29,NA,114,NA,NA,NA,143
305,RR_F1.2,RR,F1,RRF1.2.28L,sang,m,28L,NA,NA,NA,0015-05-15,0.1482,NA,0015-05-24,0.3073,NA,NA,NA,NA,NA,NA,NA,0015-05-25,0.34,13.3,NA,NA,NA,NA,NA,NA,RR_F1_sanguin_28L,0015-04-24,NA,21,30,NA,NA,31,NA,114,135,144,NA,145
306,A1_F12.1,A1,F12,A1F12.1.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0716,NA,0015-05-06,0.0884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 8 May 2015,A1_F12_dodgei_28S,0015-04-22,NA,12,14,NA,NA,NA,NA,112,124,126,NA,NA
307,A1_F12.2,A1,F12,A1F12.2.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 6 May 2015; fungus,A1_F12_dodgei_28S,0015-04-22,NA,12,NA,NA,NA,NA,NA,112,124,NA,NA,NA
308,A1_F12.3,A1,F12,A1F12.3.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 6 May 2015; fungus,A1_F12_dodgei_28S,0015-04-22,NA,12,NA,NA,NA,NA,NA,112,124,NA,NA,NA
309,A1_F12.4,A1,F12,A1F12.4.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 6 May 2015; fungus,A1_F12_dodgei_28S,0015-04-22,NA,12,NA,NA,NA,NA,NA,112,124,NA,NA,NA
310,A1_F12.5,A1,F12,A1F12.5.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 6 May 2015; fungus,A1_F12_dodgei_28S,0015-04-22,NA,12,NA,NA,NA,NA,NA,112,124,NA,NA,NA
311,A1_F12.6,A1,F12,A1F12.6.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 6 May 2015; dried out,A1_F12_dodgei_28S,0015-04-22,NA,12,NA,NA,NA,NA,NA,112,124,NA,NA,NA
312,A1_F12.7,A1,F12,A1F12.7.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 6 May 2015; fungus,A1_F12_dodgei_28S,0015-04-22,NA,12,NA,NA,NA,NA,NA,112,124,NA,NA,NA
313,B1_F23.1,B1,F23,B1F23.1.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 6 May 2015; fungus,B1_F23_dodgei_28S,0015-04-22,NA,12,NA,NA,NA,NA,NA,112,124,NA,NA,NA
314,B1_F23.2,B1,F23,B1F23.2.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 6 May 2015; fungus,B1_F23_dodgei_28S,0015-04-22,NA,12,NA,NA,NA,NA,NA,112,124,NA,NA,NA
315,B1_F23.3,B1,F23,B1F23.3.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 7 May 2015,B1_F23_dodgei_28S,0015-04-22,NA,12,NA,NA,NA,NA,NA,112,124,NA,NA,NA
316,C1_F2.1,C1,F2,C1F2.1.28S,dodg,m,28S,NA,NA,NA,0015-05-04,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/6/15,C1_F2_dodgei_28S,0015-04-23,NA,11,NA,NA,NA,NA,NA,113,124,NA,NA,NA
317,B1_F4.1,B1,F4,B1F4.1.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/6/15,B1_F4_dodgei_28S,0015-04-23,NA,11,NA,NA,NA,NA,NA,113,124,NA,NA,NA
318,B1_F4.2,B1,F4,B1F4.2.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/6/15,B1_F4_dodgei_28S,0015-04-23,NA,11,NA,NA,NA,NA,NA,113,124,NA,NA,NA
319,B1_F4.3,B1,F4,B1F4.3.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/6/15,B1_F4_dodgei_28S,0015-04-23,NA,11,NA,NA,NA,NA,NA,113,124,NA,NA,NA
320,B1_F4.4,B1,F4,B1F4.4.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/6/15,B1_F4_dodgei_28S,0015-04-23,NA,11,NA,NA,NA,NA,NA,113,124,NA,NA,NA
321,A1_F1.1,A1,F1,A1F1.1.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 10 May 2015,A1_F1_dodgei_28S,0015-04-25,NA,9,NA,NA,NA,NA,NA,115,124,NA,NA,NA
322,C1_F3.1,C1,F3,C1F3.1.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 10 May 2015,C1_F3_dodgei_28S,0015-04-22,NA,12,NA,NA,NA,NA,NA,112,124,NA,NA,NA
323,C1_F3.2,C1,F3,C1F3.2.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 12 May 2015,C1_F3_dodgei_28S,0015-04-22,NA,12,NA,NA,NA,NA,NA,112,124,NA,NA,NA
324,C1_F3.3,C1,F3,C1F3.3.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 10 May 2015,C1_F3_dodgei_28S,0015-04-22,NA,12,NA,NA,NA,NA,NA,112,124,NA,NA,NA
325,C1_F3.4,C1,F3,C1F3.4.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0853,NA,0015-05-06,0.0935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 11 May 2015,C1_F3_dodgei_28S,0015-04-22,NA,12,14,NA,NA,NA,NA,112,124,126,NA,NA
326,C1_F3.5,C1,F3,C1F3.5.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 12 May 2015,C1_F3_dodgei_28S,0015-04-22,NA,12,NA,NA,NA,NA,NA,112,124,NA,NA,NA
327,C1_F3.6,C1,F3,C1F3.6.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 10 May 2015,C1_F3_dodgei_28S,0015-04-22,NA,12,NA,NA,NA,NA,NA,112,124,NA,NA,NA
328,C1_F3.7,C1,F3,C1F3.7.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0811,NA,0015-05-10,0.1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 12 May 2015,C1_F3_dodgei_28S,0015-04-22,NA,12,18,NA,NA,NA,NA,112,124,130,NA,NA
329,C1_F3.8,C1,F3,C1F3.8.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0607,NA,0015-05-06,0.0929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead on 10 May 2015,C1_F3_dodgei_28S,0015-04-22,NA,12,14,NA,NA,NA,NA,112,124,126,NA,NA
330,C1_F3.9,C1,F3,C1F3.9.28S,dodg,NA,28S,NA,NA,NA,0015-05-04,0.0707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead on 10 May 2015,C1_F3_dodgei_28S,0015-04-22,NA,12,NA,NA,NA,NA,NA,112,124,NA,NA,NA
331,C1_F5.1,C1,F5,C1F5.1.28S,dodg,NA,28S,NA,NA,NA,0015-05-05,0.056,Found these in 24S! were there for 1 night; 5/5/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead 9 May 2014,C1_F5_dodgei_28S,0015-04-23,NA,12,NA,NA,NA,NA,NA,113,125,NA,NA,NA
332,C1_F5.2,C1,F5,C1F5.2.28S,dodg,NA,28S,NA,NA,NA,0015-05-05,0.0586,Found these in 24S! were there for 1 night; 5/5/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead 9 May 2014,C1_F5_dodgei_28S,0015-04-23,NA,12,NA,NA,NA,NA,NA,113,125,NA,NA,NA
333,C1_F5.3,C1,F5,C1F5.3.28S,dodg,f,28S,NA,NA,NA,0015-05-05,0.0625,Found these in 24S! were there for 1 night 5/5/2015,0015-05-15,0.101,NA,0015-05-23,NA,NA,NA,NA,NA,0015-05-26,0.2948,9.4,pre,1,NA,NA,NA,NA,C1_F5_dodgei_28S,0015-04-23,NA,12,22,30,NA,33,NA,113,125,135,143,146
334,C1_F5.4,C1,F5,C1F5.4.28S,dodg,NA,28S,NA,NA,NA,0015-05-05,0.051,Found these in 24S! were there for 1 night; 5/5/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead 9 May 2014,C1_F5_dodgei_28S,0015-04-23,NA,12,NA,NA,NA,NA,NA,113,125,NA,NA,NA
335,C1_F5.5,C1,F5,C1F5.5.28S,dodg,NA,28S,NA,NA,NA,0015-05-05,0.0847,Found these in 24S! were there for 1 night; 5/5/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead 9 May 2015,C1_F5_dodgei_28S,0015-04-23,NA,12,NA,NA,NA,NA,NA,113,125,NA,NA,NA
336,C1_F5.6,C1,F5,C1F5.6.28S,dodg,NA,28S,NA,NA,NA,0015-05-05,0.0575,Found these in 24S! were there for 1 night; 5/5/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead 7 May 2015,C1_F5_dodgei_28S,0015-04-23,NA,12,NA,NA,NA,NA,NA,113,125,NA,NA,NA
337,C1_F5.7,C1,F5,C1F5.7.28S,dodg,NA,28S,NA,NA,NA,0015-05-05,0.112,Found these in 24S! were there for 1 night; 5/5/2015,0015-05-11,0.2128,NA,0015-05-15,NA,0.2384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1_F5_dodgei_28S,0015-04-23,NA,12,18,22,NA,NA,NA,113,125,131,135,NA
338,C1_F5.8,C1,F5,C1F5.8.28S,dodg,NA,28S,NA,NA,NA,0015-05-06,0.0534,NA,0015-05-14,0.1783,NA,0015-05-18,NA,0.2228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1_F5_dodgei_28S,0015-04-23,NA,13,21,25,NA,NA,NA,113,126,134,138,NA
339,B1_F14.1,B1,F14,B1F14.1.28S,pell,f,28S,NA,NA,NA,0015-05-14,0.0525,NA,0015-05-29,0.1849,NA,NA,NA,NA,NA,NA,NA,0015-06-08,NA,12.15,NA,NA,NA,NA,NA,6/8/05,B1_F14_pellucida_28S,0015-04-29,NA,15,30,NA,NA,40,NA,119,134,149,NA,159
340,B1_F9.1,B1,F9,B1F9.1.28S,pell,NA,28S,NA,NA,NA,0015-05-14,0.0563,NA,0015-05-20,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/24/15,B1_F9_pellucida_28S,0015-04-29,NA,15,21,NA,NA,NA,NA,119,134,140,NA,NA
341,B1_F9.2,B1,F9,B1F9.2.28S,pell,m,28S,NA,NA,NA,0015-05-14,0.0496,NA,0015-05-16,0.0657,NA,0015-05-22,NA,0.1035,0015-05-30,NA,0.1927,0015-06-01,0.1896,11.1,NA,NA,NA,NA,NA,NA,B1_F9_pellucida_28S,0015-04-29,NA,15,17,23,31,33,NA,119,134,136,142,152
342,B1_F9.3,B1,F9,B1F9.3.28S,pell,NA,28S,NA,NA,NA,0015-05-14,0.0639,purple!!,0015-05-21,0.1548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B1_F9_pellucida_28S,0015-04-29,NA,15,22,NA,NA,NA,NA,119,134,141,NA,NA
343,B1_F9.4,B1,F9,B1F9.4.28S,pell,NA,28S,NA,NA,NA,0015-05-14,0.0717,NA,0015-05-16,0.0825,NA,0015-05-23,NA,0.2515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead may 30,B1_F9_pellucida_28S,0015-04-29,NA,15,17,24,NA,NA,NA,119,134,136,143,NA
344,A1_F4.1,A1,F4,A1F4.1.28S,pell,f,28S,NA,NA,NA,0015-05-14,0.0459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-05-26,0.199,10.4,NA,NA,NA,NA,NA,NA,A1_F4_pellucida_28S,0015-04-29,NA,15,NA,NA,NA,27,NA,119,134,NA,NA,146
345,A1_F4.2,A1,F4,A1F4.2.28S,pell,NA,28S,NA,NA,NA,0015-05-14,0.057,NA,0015-05-18,0.1268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/18/15,A1_F4_pellucida_28S,0015-04-29,NA,15,19,NA,NA,NA,NA,119,134,138,NA,NA
346,C1_F1.1,C1,F1,C1F1.1.28S,pell,NA,28S,NA,NA,NA,0015-05-14,0.0397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead May 16,C1_F1_pellucida_28S,0015-04-29,NA,15,NA,NA,NA,NA,NA,119,134,NA,NA,NA
347,C1_F1.2,C1,F1,C1F1.2.28S,pell,m,28S,NA,NA,NA,0015-05-14,0.0555,NA,0015-05-18,0.0983,NA,NA,NA,NA,NA,NA,NA,0015-05-25,0.1661,9.5,NA,NA,NA,NA,NA,NA,C1_F1_pellucida_28S,0015-04-29,NA,15,19,NA,NA,26,NA,119,134,138,NA,145
348,RR_F5.1,RR,F5,RRF5.1.28S,pell,NA,28S,NA,NA,NA,0015-05-14,0.0175,NA,0015-05-23,0.1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/24/15,RR_F5_pellucida_28S,0015-04-29,NA,15,24,NA,NA,NA,NA,119,134,143,NA,NA
349,RR_F5.2,RR,F5,RRF5.2.28S,pell,m,28S,NA,NA,NA,0015-05-14,0.0297,NA,0015-05-27,0.0864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,found dead on 6/1/15,RR_F5_pellucida_28S,0015-04-29,NA,15,28,NA,NA,NA,NA,119,134,147,NA,NA
350,RR_F5.3,RR,F5,RRF5.3.28S,pell,m,28S,NA,NA,NA,0015-05-14,0.0325,NA,0015-05-18,0.0515,NA,0015-05-23,NA,0.1699,NA,NA,NA,0015-06-01,0.1713,10.23,NA,1,NA,NA,NA,NA,RR_F5_pellucida_28S,0015-04-29,NA,15,19,24,NA,33,NA,119,134,138,143,152
351,A1_F7.1,A1,F7,A1F7.1.28S,pell,m,28S,NA,NA,NA,0015-05-14,0.0605,NA,0015-05-29,0.1686,NA,NA,NA,NA,NA,NA,NA,0015-06-01,0.1817,11.82,NA,1,NA,NA,NA,NA,A1_F7_pellucida_28S,0015-04-29,NA,15,30,NA,NA,33,NA,119,134,149,NA,152
352,A1_F7.2,A1,F7,A1F7.2.28S,pell,NA,28S,NA,NA,NA,0015-05-14,0.0452,NA,0015-05-20,0.1221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/24/15,A1_F7_pellucida_28S,0015-04-29,NA,15,21,NA,NA,NA,NA,119,134,140,NA,NA
353,A1_F7.3,A1,F7,A1F7.3.28S,pell,f,28S,NA,NA,NA,0015-05-14,0.063,NA,0015-05-21,0.1507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/28/15,A1_F7_pellucida_28S,0015-04-29,NA,15,22,NA,NA,NA,NA,119,134,141,NA,NA
354,B1_F28.1,B1,F28,B1F28.1.28S,pell,NA,28S,NA,NA,NA,0015-05-14,0.0584,NA,0015-05-24,0.1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/30/15,B1_F28_pellucida_28S,0015-04-28,NA,16,26,NA,NA,NA,NA,118,134,144,NA,NA
355,B1_F28.2,B1,F28,B1F28.2.28S,pell,NA,28S,NA,NA,NA,0015-05-14,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/18/15,B1_F28_pellucida_28S,0015-04-28,NA,16,NA,NA,NA,NA,NA,118,134,NA,NA,NA
356,B1_F28.3,B1,F28,B1F28.3.28S,pell,f,28S,NA,NA,NA,0015-05-14,0.0554,NA,0015-05-21,0.1532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/28/15,B1_F28_pellucida_28S,0015-04-28,NA,16,23,NA,NA,NA,NA,118,134,141,NA,NA
357,B1_F28.4,B1,F28,B1F28.4.28S,pell,NA,28S,NA,NA,NA,0015-05-14,0.0446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/19/15,B1_F28_pellucida_28S,0015-04-28,NA,16,NA,NA,NA,NA,NA,118,134,NA,NA,NA
358,B1_F28.5,B1,F28,B1F28.5.28S,pell,NA,28S,NA,NA,NA,0015-05-14,0.0517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead May 16,B1_F28_pellucida_28S,0015-04-28,NA,16,NA,NA,NA,NA,NA,118,134,NA,NA,NA
359,A1_F8.1,A1,F8,A1F8.1.28S,sang,f,28S,NA,NA,NA,0015-05-12,0.0622,NA,0015-05-18,0.1732,NA,NA,NA,NA,NA,NA,NA,0015-05-25,0.2572,12.8,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_28S,0015-04-28,NA,14,20,NA,NA,27,NA,118,132,138,NA,145
360,A1_F8.2,A1,F8,A1F8.2.28S,sang,m,28S,NA,NA,NA,0015-05-12,0.0548,NA,0015-05-18,0.1402,NA,NA,NA,NA,NA,NA,NA,0015-05-25,0.2567,11.2,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_28S,0015-04-28,NA,14,20,NA,NA,27,NA,118,132,138,NA,145
361,A1_F8.3,A1,F8,A1F8.3.28S,sang,f,28S,NA,NA,NA,0015-05-12,0.0466,NA,0015-05-18,0.1249,NA,NA,NA,NA,NA,NA,NA,0015-05-25,0.2636,12,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_28S,0015-04-28,NA,14,20,NA,NA,27,NA,118,132,138,NA,145
362,A1_F8.4,A1,F8,A1F8.4.28S,sang,m,28S,NA,NA,NA,0015-05-12,0.0483,NA,0015-05-18,0.1238,NA,NA,NA,NA,NA,NA,NA,0015-05-27,0.2576,12.09,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_28S,0015-04-28,NA,14,20,NA,NA,29,NA,118,132,138,NA,147
363,A1_F8.5,A1,F8,A1F8.5.28S,sang,m,28S,NA,NA,NA,0015-05-12,0.0529,NA,0015-05-17,0.591,NA,0015-05-18,NA,0.1055,NA,NA,NA,0015-05-25,0.2289,11.5,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_28S,0015-04-28,NA,14,19,20,NA,27,NA,118,132,137,138,145
364,A1_F8.6,A1,F8,A1F8.6.28S,sang,f,28S,NA,NA,NA,0015-05-12,0.0532,NA,0015-05-18,0.1486,NA,NA,NA,NA,NA,NA,NA,0015-05-25,0.2839,12.8,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_28S,0015-04-28,NA,14,20,NA,NA,27,NA,118,132,138,NA,145
365,A1_F8.7,A1,F8,A1F8.7.28S,sang,f,28S,NA,NA,NA,0015-05-12,0.0373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-05-26,0.2681,12.3,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_28S,0015-04-28,NA,14,NA,NA,NA,28,NA,118,132,NA,NA,146
366,A1_F8.8,A1,F8,A1F8.8.28S,sang,f,28S,NA,NA,NA,0015-05-12,0.0521,NA,0015-05-18,0.1465,NA,NA,NA,NA,NA,NA,NA,0015-05-25,0.259,12.5,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_28S,0015-04-28,NA,14,20,NA,NA,27,NA,118,132,138,NA,145
367,A1_F8.9,A1,F8,A1F8.9.28S,sang,f,28S,NA,NA,NA,0015-05-12,0.0441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-05-27,0.2254,12.98,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_28S,0015-04-28,NA,14,NA,NA,NA,29,NA,118,132,NA,NA,147
368,B1_F1.1,B1,F1,B1F1.1.28S,sang,f,28S,NA,NA,NA,0015-05-12,0.0892,NA,0015-05-15,0.1972,NA,NA,NA,NA,NA,NA,NA,0015-05-23,0.2684,12.2,NA,NA,NA,NA,NA,NA,B1_F1_sanguin_28S,0015-04-24,NA,18,21,NA,NA,29,NA,114,132,135,NA,143
369,B1_F1.2,B1,F1,B1F1.2.28S,sang,f,28S,NA,NA,NA,0015-05-12,0.0938,NA,0015-05-14,0.1261,NA,0015-05-21,NA,0.3017,NA,NA,NA,0015-05-23,0.3855,13.3,pre,1,NA,NA,NA,NA,B1_F1_sanguin_28S,0015-04-24,NA,18,20,27,NA,29,NA,114,132,134,141,143
370,B1_F1.3,B1,F1,B1F1.3.28S,sang,f,28S,NA,NA,NA,0015-05-12,0.0886,NA,0015-05-21,0.2534,NA,NA,NA,NA,NA,NA,NA,0015-05-23,0.3638,11.7,pre,1,NA,NA,NA,NA,B1_F1_sanguin_28S,0015-04-24,NA,18,27,NA,NA,29,NA,114,132,141,NA,143
371,B1_F1.4,B1,F1,B1F1.4.28S,sang,NA,28S,NA,NA,NA,0015-05-12,0.0759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/24/15,B1_F1_sanguin_28S,0015-04-24,NA,18,NA,NA,NA,NA,NA,114,132,NA,NA,NA
372,A1_F4.1,A1,F4,A1F4.1.28S,sang,NA,28S,NA,NA,NA,0015-05-12,0.0292,2nd?,0015-05-14,0.0522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead may 15,A1_F4_sanguin_28S,0015-04-29,NA,13,15,NA,NA,NA,NA,119,132,134,NA,NA
373,A1_F4.2,A1,F4,A1F4.2.28S,sang,m,28S,NA,NA,NA,0015-05-12,0.0371,NA,0015-05-15,0.0546,NA,NA,NA,NA,NA,NA,NA,0015-05-25,0.2191,11.8,NA,NA,NA,NA,NA,dead may 18,A1_F4_sanguin_28S,0015-04-29,NA,13,16,NA,NA,26,NA,119,132,135,NA,145
374,A1_F4.3,A1,F4,A1F4.3.28S,sang,m,28S,NA,NA,NA,0015-05-12,0.0412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-05-25,0.1909,11,NA,NA,NA,NA,NA,NA,A1_F4_sanguin_28S,0015-04-29,NA,13,NA,NA,NA,26,NA,119,132,NA,NA,145
375,A1_F4.4,A1,F4,A1F4.4.28S,sang,f,28S,NA,NA,NA,0015-05-12,0.0246,NA,0015-05-18,0.1005,NA,NA,NA,NA,NA,NA,NA,0015-05-25,0.1889,11.1,NA,1,NA,NA,NA,NA,A1_F4_sanguin_28S,0015-04-29,NA,13,19,NA,NA,26,NA,119,132,138,NA,145
376,A1_F4.5,A1,F4,A1F4.5.28S,sang,m,28S,NA,NA,NA,0015-05-12,0.0446,NA,0015-05-18,0.1268,NA,0015-05-24,NA,0.2145,NA,NA,NA,0015-05-25,0.2587,11.4,NA,NA,NA,NA,NA,NA,A1_F4_sanguin_28S,0015-04-29,NA,13,19,25,NA,26,NA,119,132,138,144,145
377,A1_F4.6,A1,F4,A1F4.6.28S,sang,f,28S,NA,NA,NA,0015-05-12,0.0314,NA,0015-05-19,0.1037,NA,NA,NA,NA,NA,NA,NA,0015-05-27,0.1484,11,NA,NA,NA,NA,NA,NA,A1_F4_sanguin_28S,0015-04-29,NA,13,20,NA,NA,28,NA,119,132,139,NA,147
378,A1_F4.7,A1,F4,A1F4.7.28S,sang,NA,28S,NA,NA,NA,0015-05-12,0.0329,NA,0015-05-14,0.0287,NA,0015-05-20,NA,0.1081,0015-05-29,NA,0.1491,NA,NA,NA,NA,NA,NA,NA,NA,dead 31 May 2015,A1_F4_sanguin_28S,0015-04-29,NA,13,15,21,30,NA,NA,119,132,134,140,NA
