,Individual_ID,Site,Fem_ID,ID.treat,Species,sex,Treatment,Date_2,Mass_2,Notes_2,Date_3,Mass_3,Notes_3,Date_4,Mass_4,Notes_4,Date_5,Femur_5,Mass_5,Date_5.,Femur_5.,Mass_5.,Date_Adult,Mass_Adult,Femur_Adult,pre,Missing_legs,Date_Adult.,Mass_Adult.,Femur_Adult.,Date_dead,Pod_ID,Date_Hatch,HD_2,HD_3,HD_4,HD_5,HD_5.,HD_Adult,HD_Adult.,J1,J3,J4,J5,JA
147,B1_F12.2,B1,F12,B1F12.2.24S,dodg,f,24S,0015-05-15,0.066,NA,0015-05-19,0.1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-06-09,0.4023,11.27,NA,NA,NA,NA,NA,NA,B1_F12_dodgei_24S,0015-04-24,21,25,NA,NA,NA,46,NA,114,139,NA,NA,160
148,RR_F21.1,RR,F21,RRF21.1.24S,pell,NA,24S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RR_F21_pellucida_24S,0015-05-03,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA
149,RR_F21.2,RR,F21,RRF21.2.24S,pell,NA,24S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RR_F21_pellucida_24S,0015-05-03,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA
150,RR_F21.3,RR,F21,RRF21.3.24S,pell,NA,24S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RR_F21_pellucida_24S,0015-05-03,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA
151,RR_F21.4,RR,F21,RRF21.4.24S,pell,NA,24S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RR_F21_pellucida_24S,0015-05-03,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA
152,KF_F5.1,KF,F5,KFF5.1.24S,pell,f,24S,NA,NA,NA,0015-05-29,0.0384,3 dead,0015-06-05,0.0343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/16/15,KF_F5_pellucida_24S,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,156,NA,NA
153,KF_F5.2,KF,F5,KFF5.2.24S,pell,m,24S,NA,NA,NA,0015-05-29,0.0273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead June 3,KF_F5_pellucida_24S,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA
154,A1_F9.1,A1,F9,A1F9.1.24S,pell,m,24S,NA,NA,NA,0015-05-29,0.0444,6 dead,0015-06-03,0.0605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1_F9_pellucida_24S,0015-05-03,NA,26,31,NA,NA,NA,NA,123,149,154,NA,NA
155,A1_F9.2,A1,F9,A1F9.2.24S,pell,f,24S,NA,NA,NA,0015-05-29,0.0478,NA,0015-06-05,0.0746,NA,0015-06-14,NA,0.1215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/18/15,A1_F9_pellucida_24S,0015-05-03,NA,26,33,42,NA,NA,NA,123,149,156,165,NA
156,A1_F9.3,A1,F9,A1F9.3.24S,pell,m,24S,NA,NA,NA,0015-05-29,0.0482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/5/15,A1_F9_pellucida_24S,0015-05-03,NA,26,NA,NA,NA,NA,NA,123,149,NA,NA,NA
157,C1_F9.1,C1,F9,C1F9.1.24S,pell,f,24S,NA,NA,NA,0015-05-29,0.0425,2 dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/8/05,C1_F9_pellucida_24S,0015-05-03,NA,26,NA,NA,NA,NA,NA,123,149,NA,NA,NA
158,C1_F9.2,C1,F9,C1F9.2.24S,pell,f,24S,NA,NA,NA,0015-05-29,0.0344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/1/15,C1_F9_pellucida_24S,0015-05-03,NA,26,NA,NA,NA,NA,NA,123,149,NA,NA,NA
159,C1_F9.3,C1,F9,C1F9.3.24S,pell,f,24S,NA,NA,NA,0015-05-29,0.0513,NA,0015-06-01,0.0465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead June 23,C1_F9_pellucida_24S,0015-05-03,NA,26,29,NA,NA,NA,NA,123,149,152,NA,NA
160,B1_F23.1,B1,F23,B1F23.1.24S,pell,NA,24S,0015-05-29,0.0215,4 dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead june 2,B1_F23_pellucida_24S,0015-05-03,26,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA
161,C1_F1.1,C1,F1,C1F1.1.24S,sang,m,24S,0015-05-15,0.0209,2nd,0015-05-21,0.0409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/1/15,C1_F1_sanguin_24S,0015-04-25,20,26,NA,NA,NA,NA,NA,115,141,NA,NA,NA
162,C1_F1.2,C1,F1,C1F1.2.24S,sang,f,24S,0015-05-15,0.0283,2nd,NA,0.0342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/29/15,C1_F1_sanguin_24S,0015-04-25,20,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA
163,C1_F1.3,C1,F1,C1F1.3.24S,sang,f,24S,0015-05-15,0.0424,2nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/18/15,C1_F1_sanguin_24S,0015-04-25,20,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA
164,C1_F1.4,C1,F1,C1F1.4.24S,sang,f,24S,0015-05-15,0.0417,2nd,0015-05-20,0.0371,NA,0015-05-29,0.0886,NA,NA,NA,NA,NA,NA,NA,0015-06-11,0.1798,11.85,NA,1,NA,NA,NA,NA,C1_F1_sanguin_24S,0015-04-25,20,25,34,NA,NA,47,NA,115,140,149,NA,162
165,C1_F1.5,C1,F1,C1F1.5.24S,sang,f,24S,0015-05-15,0.0413,2nd,0015-05-20,0.0414,NA,0015-05-30,0.1241,NA,NA,NA,NA,NA,NA,NA,0015-06-12,0.2265,11.54,NA,NA,NA,NA,NA,NA,C1_F1_sanguin_24S,0015-04-25,20,25,35,NA,NA,48,NA,115,140,150,NA,163
166,C1_F1.6,C1,F1,C1F1.6.24S,sang,f,24S,0015-05-15,0.0367,2nd,0015-05-20,0.0536,NA,0015-05-30,0.1209,NA,NA,NA,NA,NA,NA,NA,0015-06-15,0.2412,11.36,NA,NA,NA,NA,NA,NA,C1_F1_sanguin_24S,0015-04-25,20,25,35,NA,NA,51,NA,115,140,150,NA,166
167,C1_F1.7,C1,F1,C1F1.7.24S,sang,NA,24S,0015-05-15,0.0347,2nd,0015-05-21,0.0494,NA,0015-05-31,0.0911,NA,NA,NA,NA,NA,NA,NA,0015-06-15,0.144,NA,NA,2,NA,NA,NA,NA,C1_F1_sanguin_24S,0015-04-25,20,26,36,NA,NA,51,NA,115,141,151,NA,166
168,C1_F1.8,C1,F1,C1F1.8.24S,sang,m,24S,0015-05-15,0.0296,2nd,0015-05-18,0.0266,NA,0015-05-27,0.0651,NA,0015-06-06,NA,0.1239,NA,NA,NA,0015-06-19,0.2117,10.73,NA,NA,NA,NA,NA,NA,C1_F1_sanguin_24S,0015-04-25,20,23,32,42,NA,55,NA,115,138,147,157,170
169,C1_F1.9,C1,F1,C1F1.9.24S,sang,f,24S,0015-05-15,0.0379,2nd,NA,0.0421,NA,0015-05-29,0.1077,NA,NA,NA,NA,NA,NA,NA,0015-06-10,0.2069,11.91,NA,NA,NA,NA,NA,NA,C1_F1_sanguin_24S,0015-04-25,20,NA,34,NA,NA,46,NA,115,NA,149,NA,161
170,C1_F1.10,C1,F1,C1F1.10.24S,sang,NA,24S,0015-05-15,0.0318,2nd,0015-05-19,0.0271,NA,0015-05-29,0.0753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/14/15,C1_F1_sanguin_24S,0015-04-25,20,24,34,NA,NA,NA,NA,115,139,149,NA,NA
171,C1_F1.11,C1,F1,C1F1.11.24S,sang,f,24S,0015-05-15,0.0345,2nd,0015-05-19,0.0432,NA,0015-05-19,0.0315,NA,0015-05-28,NA,0.0934,NA,NA,NA,0015-06-10,0.2137,10.95,NA,NA,NA,NA,NA,NA,C1_F1_sanguin_24S,0015-04-25,20,24,24,33,NA,46,NA,115,139,139,148,161
172,C1_F1.12,C1,F1,C1F1.12.24S,sang,f,24S,0015-05-15,0.0384,2nd,0015-05-26,0.0779,NA,0015-06-05,0.1195,NA,NA,NA,NA,NA,NA,NA,0015-06-19,0.2256,13.5,NA,NA,NA,NA,NA,NA,C1_F1_sanguin_24S,0015-04-25,20,31,41,NA,NA,55,NA,115,146,156,NA,170
173,C1_F1.13,C1,F1,C1F1.13.24S,sang,m,24S,0015-05-15,0.0372,2nd,0015-05-20,0.0391,NA,0015-05-29,0.1144,NA,NA,NA,NA,NA,NA,NA,0015-06-11,0.2144,10.68,NA,NA,NA,NA,NA,NA,C1_F1_sanguin_24S,0015-04-25,20,25,34,NA,NA,47,NA,115,140,149,NA,162
174,C1_F1.14,C1,F1,C1F1.14.24S,sang,NA,24S,0015-05-15,0.0325,2nd,0015-05-19,0.036,NA,0015-05-29,0.0995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/14/15,C1_F1_sanguin_24S,0015-04-25,20,24,34,NA,NA,NA,NA,115,139,149,NA,NA
175,C1_F1.15,C1,F1,C1F1.15.24S,sang,m,24S,0015-05-15,0.0387,2nd,0015-05-20,0.0597,NA,0015-05-28,0.1124,NA,NA,NA,NA,NA,NA,NA,0015-06-10,0.178,10.84,NA,1,NA,NA,NA,NA,C1_F1_sanguin_24S,0015-04-25,20,25,33,NA,NA,46,NA,115,140,148,NA,161
176,C1_F1.16,C1,F1,C1F1.16.24S,sang,m,24S,0015-05-15,0.0336,2nd,0015-05-19,0.0493,NA,0015-05-29,0.0891,NA,NA,NA,NA,NA,NA,NA,0015-06-11,0.1831,10.46,NA,NA,NA,NA,NA,NA,C1_F1_sanguin_24S,0015-04-25,20,24,34,NA,NA,47,NA,115,139,149,NA,162
177,C1_F1.17,C1,F1,C1F1.17.24S,sang,f,24S,0015-05-15,0.0449,2nd,0015-05-18,NA,NA,0015-05-29,0.1259,NA,NA,NA,NA,NA,NA,NA,0015-06-09,0.205,11.21,NA,NA,NA,NA,NA,NA,C1_F1_sanguin_24S,0015-04-25,20,23,34,NA,NA,45,NA,115,138,149,NA,160
178,C1_F1.18,C1,F1,C1F1.18.24S,sang,m,24S,0015-05-15,0.0336,2nd,0015-05-19,0.0383,NA,0015-05-28,0.0628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/1/15,C1_F1_sanguin_24S,0015-04-25,20,24,33,NA,NA,NA,NA,115,139,148,NA,NA
179,C1_F1.19,C1,F1,C1F1.19.24S,sang,m,24S,0015-05-15,0.029,2nd,0015-05-20,0.0409,NA,0015-05-29,0.0879,NA,NA,NA,NA,NA,NA,NA,0015-06-10,0.138,NA,NA,2,NA,NA,NA,NA,C1_F1_sanguin_24S,0015-04-25,20,25,34,NA,NA,46,NA,115,140,149,NA,161
180,B1_F11.1,B1,F11,B1F11.1.24S,sang,m,24S,0015-05-15,0.0416,NA,0015-05-17,0.0482,NA,NA,0.083,NA,0015-06-07,NA,0.1887,NA,NA,NA,0015-06-08,0.2306,12.19,NA,NA,NA,NA,NA,NA,B1_F11_sanguin_24S,0015-04-26,19,21,NA,42,NA,43,NA,116,137,NA,158,159
181,B1_F11.2,B1,F11,B1F11.2.24S,sang,f,24S,0015-05-15,0.0566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-06-04,0.2838,12.33,NA,NA,NA,NA,NA,NA,B1_F11_sanguin_24S,0015-04-26,19,NA,NA,NA,NA,39,NA,116,NA,NA,NA,155
182,B1_F11.3,B1,F11,B1F11.3.24S,sang,m,24S,0015-05-15,0.0472,NA,NA,NA,NA,0015-05-23,0.1033,NA,0015-06-05,NA,0.1996,NA,NA,NA,0015-06-08,0.2604,10.15,NA,NA,NA,NA,NA,NA,B1_F11_sanguin_24S,0015-04-26,19,NA,27,40,NA,43,NA,116,NA,143,156,159
183,B1_F11.4,B1,F11,B1F11.4.24S,sang,f,24S,0015-05-15,0.0258,NA,0015-05-22,0.0761,NA,0015-05-31,0.1449,NA,NA,NA,NA,NA,NA,NA,0015-06-15,0.2733,11.92,NA,NA,NA,NA,NA,NA,B1_F11_sanguin_24S,0015-04-26,19,26,35,NA,NA,50,NA,116,142,151,NA,166
184,B1_F11.5,B1,F11,B1F11.5.24S,sang,NA,24S,0015-05-15,0.0405,NA,0015-05-17,0.0604,NA,0015-05-24,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/4/15,B1_F11_sanguin_24S,0015-04-26,19,21,28,NA,NA,NA,NA,116,137,144,NA,NA
185,B1_F11.6,B1,F11,B1F11.6.24S,sang,m,24S,0015-05-15,0.0426,NA,0015-05-18,0.0529,NA,0015-05-26,0.1047,NA,0015-06-07,NA,0.1839,NA,NA,NA,0015-06-08,0.2163,10.64,NA,NA,NA,NA,NA,NA,B1_F11_sanguin_24S,0015-04-26,19,22,30,42,NA,43,NA,116,138,146,158,159
186,B1_F11.7,B1,F11,B1F11.7.24S,sang,m,24S,0015-05-15,0.0461,NA,0015-05-17,0.0555,NA,NA,0.1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/1/15,B1_F11_sanguin_24S,0015-04-26,19,21,NA,NA,NA,NA,NA,116,137,NA,NA,NA
187,B1_F11.8,B1,F11,B1F11.8.24S,sang,m,24S,0015-05-15,0.0494,NA,0015-05-17,0.0569,NA,NA,0.1097,NA,NA,NA,NA,NA,NA,NA,0015-06-08,0.2231,11.45,NA,NA,NA,NA,NA,NA,B1_F11_sanguin_24S,0015-04-26,19,21,NA,NA,NA,43,NA,116,137,NA,NA,159
188,B1_F11.9,B1,F11,B1F11.9.24S,sang,f,24S,0015-05-15,0.0463,NA,0015-05-17,0.0561,NA,NA,0.1081,NA,NA,NA,NA,NA,NA,NA,0015-06-09,0.223,12.44,NA,1,NA,NA,NA,NA,B1_F11_sanguin_24S,0015-04-26,19,21,NA,NA,NA,44,NA,116,137,NA,NA,160
189,RR_F1.1,RR,F1,RRF1.1.24S,sang,f,24S,0015-05-15,0.0419,NA,0015-05-18,0.0362,NA,0015-05-19,0.0662,NA,0015-05-27,NA,0.1032,NA,NA,NA,0015-06-09,0.2405,13.52,NA,NA,NA,NA,NA,NA,RR_F1_sanguin_24S,0015-04-26,19,22,23,31,NA,44,NA,116,138,139,147,160
190,RR_F1.2,RR,F1,RRF1.2.24S,sang,NA,24S,0015-05-15,0.0554,NA,0015-05-17,0.0565,NA,0015-05-19,0.0657,NA,0015-05-28,NA,0.1119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/30/15,RR_F1_sanguin_24S,0015-04-26,19,21,23,32,NA,NA,NA,116,137,139,148,NA
191,RR_F1.3,RR,F1,RRF1.3.24S,sang,f,24S,0015-05-15,0.0613,NA,0015-05-17,0.0602,NA,0015-05-18,0.0626,NA,0015-05-27,NA,0.1321,NA,NA,NA,0015-06-10,0.2786,12.18,NA,NA,NA,NA,NA,NA,RR_F1_sanguin_24S,0015-04-26,19,21,22,31,NA,45,NA,116,137,138,147,161
192,RR_F1.4,RR,F1,RRF1.4.24S,sang,m,24S,0015-05-15,0.0531,NA,0015-05-17,0.0691,NA,0015-05-18,0.0706,NA,0015-05-26,NA,0.1299,NA,NA,NA,0015-06-10,0.256,12.22,NA,NA,NA,NA,NA,NA,RR_F1_sanguin_24S,0015-04-26,19,21,22,30,NA,45,NA,116,137,138,146,161
193,RR_F1.5,RR,F1,RRF1.5.24S,sang,f,24S,0015-05-15,0.0603,NA,0015-05-17,0.0739,NA,0015-05-18,0.0711,NA,NA,NA,0.1239,NA,NA,NA,0015-06-09,0.2764,12.8,NA,NA,NA,NA,NA,NA,RR_F1_sanguin_24S,0015-04-26,19,21,22,NA,NA,44,NA,116,137,138,NA,160
194,RR_F1.6,RR,F1,RRF1.6.24S,sang,m,24S,0015-05-15,0.0602,NA,0015-05-17,0.0701,NA,0015-05-19,0.0666,NA,0015-05-31,NA,0.1254,0015-06-14,(another date),0.2226,0015-06-09,0.2595,12.08,NA,1,NA,NA,NA,NA,RR_F1_sanguin_24S,0015-04-26,19,21,23,35,49,44,NA,116,137,139,151,160
195,RR_F1.7,RR,F1,RRF1.7.24S,sang,m,24S,0015-05-15,0.0556,NA,0015-05-17,0.0667,NA,0015-05-26,0.1567,NA,0015-05-31,NA,0.1536,NA,NA,NA,0015-06-09,0.244,12.29,NA,NA,NA,NA,NA,5/25/15,RR_F1_sanguin_24S,0015-04-26,19,21,30,35,NA,44,NA,116,137,146,151,160
196,RR_F1.8,RR,F1,RRF1.8.24S,sang,f,24S,0015-05-15,0.0452,NA,0015-05-19,0.0629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-06-15,0.3822,13.13,NA,NA,NA,NA,NA,NA,RR_F1_sanguin_24S,0015-04-26,19,23,NA,NA,NA,50,NA,116,139,NA,NA,166
197,RR_F1.9,RR,F1,RRF1.9.24S,sang,f,24S,0015-05-15,0.0402,NA,0015-05-21,0.083,NA,0015-05-19,0.0796,NA,0015-05-29,NA,0.1067,0015-06-14,NA,0.2602,0015-06-15,0.3028,12.32,NA,NA,NA,NA,NA,NA,RR_F1_sanguin_24S,0015-04-26,19,25,23,33,49,50,NA,116,141,139,149,166
198,RR_F1.10,RR,F1,RRF1.10.24S,sang,m ,24S,0015-05-15,0.0453,NA,NA,NA,NA,0015-05-18,0.0774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead May 23,2015",RR_F1_sanguin_24S,0015-04-26,19,NA,22,NA,NA,NA,NA,116,NA,138,NA,NA
199,RR_F1.11,RR,F1,RRF1.11.24S,sang,f,24S,0015-05-15,0.0592,NA,0015-05-17,0.0688,NA,0015-06-06,0.2813,NA,NA,NA,NA,NA,NA,NA,0015-06-08,0.3661,13.25,NA,NA,NA,NA,NA,NA,RR_F1_sanguin_24S,0015-04-26,19,21,41,NA,NA,43,NA,116,137,157,NA,159
200,RR_F1.12,RR,F1,RRF1.12.24S,sang,m ,24S,0015-05-15,0.0419,NA,0015-05-20,0.0626,NA,0015-05-19,0.0551,NA,0015-06-14,NA,0.2515,NA,NA,NA,0015-06-15,0.261,11.66,NA,NA,NA,NA,NA,NA,RR_F1_sanguin_24S,0015-04-26,19,24,23,49,NA,50,NA,116,140,139,165,166
201,RR_F1.13,RR,F1,RRF1.13.24S,sang,m,24S,0015-05-15,0.0352,NA,0015-05-20,0.056,NA,0015-06-02,0.0927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RR_F1_sanguin_24S,0015-04-26,19,24,37,NA,NA,NA,NA,116,140,153,NA,NA
202,A1_F2.1,A1,F2,A1F2.1.24S,sang,f,24S,NA,NA,NA,0015-05-19,0.0446,NA,0015-05-28,0.1255,NA,NA,NA,NA,NA,NA,NA,0015-06-08,0.2338,11.37,NA,NA,NA,NA,NA,NA,A1_F2_sanguin_24S,0015-04-25,NA,24,33,NA,NA,44,NA,115,139,148,NA,159
203,A1_F2.2,A1,F2,A1F2.2.24S,sang,m,24S,NA,NA,NA,0015-05-19,0.0605,NA,0015-05-26,0.1266,NA,0015-06-07,NA,0.1744,NA,NA,NA,0015-06-08,0.209,10.23,NA,1,NA,NA,NA,NA,A1_F2_sanguin_24S,0015-04-25,NA,24,31,43,NA,44,NA,115,139,146,158,159
204,A1_F2.3,A1,F2,A1F2.3.24S,sang,f,24S,NA,NA,NA,0015-05-19,0.0405,NA,0015-05-27,0.1136,NA,NA,NA,NA,NA,NA,NA,0015-06-08,0.2161,11.2,NA,NA,NA,NA,NA,NA,A1_F2_sanguin_24S,0015-04-25,NA,24,32,NA,NA,44,NA,115,139,147,NA,159
205,A1_F2.4,A1,F2,A1F2.4.24S,sang,f,24S,NA,NA,NA,0015-05-19,0.0471,NA,0015-05-27,0.0949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/10/15,A1_F2_sanguin_24S,0015-04-25,NA,24,32,NA,NA,NA,NA,115,139,147,NA,NA
206,A1_F2.5,A1,F2,A1F2.5.24S,sang,m,24S,NA,NA,NA,0015-05-19,0.0367,NA,0015-05-23,0.0603,NA,0015-05-29,NA,0.0901,NA,NA,NA,0015-06-10,0.1914,11.32,NA,NA,NA,NA,NA,NA,A1_F2_sanguin_24S,0015-04-25,NA,24,28,34,NA,46,NA,115,139,143,149,161
207,A1_F2.6,A1,F2,A1F2.6.24S,sang,f,24S,NA,NA,NA,0015-05-19,0.0765,NA,0015-05-26,0.148,NA,0015-06-06,NA,0.2844,NA,NA,NA,0015-06-08,0.3733,12.4,NA,NA,NA,NA,NA,NA,A1_F2_sanguin_24S,0015-04-25,NA,24,31,42,NA,44,NA,115,139,146,157,159
208,A1_F2.7,A1,F2,A1F2.7.24S,sang,f,24S,NA,NA,NA,0015-05-19,0.0524,NA,0015-05-26,0.1325,NA,NA,NA,NA,NA,NA,NA,0015-06-08,0.2484,11.16,NA,NA,NA,NA,NA,NA,A1_F2_sanguin_24S,0015-04-25,NA,24,31,NA,NA,44,NA,115,139,146,NA,159
209,A1_F2.8,A1,F2,A1F2.8.24S,sang,m,24S,NA,NA,NA,0015-05-19,0.0593,NA,0015-05-26,0.1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/2/15,A1_F2_sanguin_24S,0015-04-25,NA,24,31,NA,NA,NA,NA,115,139,146,NA,NA
210,A1_F3.1,A1,F3,A1F3.1.24S,sang,m,24S,NA,NA,NA,0015-05-19,0.0352,NA,0015-05-29,0.1008,NA,NA,NA,NA,NA,NA,NA,0015-06-11,0.1993,11.09,NA,NA,NA,NA,NA,NA,A1_F3_sanguin_24S,0015-04-25,NA,24,34,NA,NA,47,NA,115,139,149,NA,162
211,A1_F3.2,A1,F3,A1F3.2.24S,sang,m,24S,NA,NA,NA,0015-05-19,0.0609,NA,0015-05-26,0.0838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/15/15,A1_F3_sanguin_24S,0015-04-25,NA,24,31,NA,NA,NA,NA,115,139,146,NA,NA
212,A1_F3.3,A1,F3,A1F3.3.24S,sang,m,24S,NA,NA,NA,0015-05-19,0.0362,NA,0015-05-29,0.0891,NA,NA,NA,NA,NA,NA,NA,0015-06-10,0.2094,12.07,NA,NA,NA,NA,NA,NA,A1_F3_sanguin_24S,0015-04-25,NA,24,34,NA,NA,46,NA,115,139,149,NA,161
213,A1_F3.4,A1,F3,A1F3.4.24S,sang,m,24S,NA,NA,NA,0015-05-19,0.055,NA,0015-05-27,0.1098,NA,NA,NA,NA,NA,NA,NA,0015-06-08,0.1859,10.65,NA,NA,NA,NA,NA,NA,A1_F3_sanguin_24S,0015-04-25,NA,24,32,NA,NA,44,NA,115,139,147,NA,159
214,A1_F3.5,A1,F3,A1F3.5.24S,sang,m,24S,NA,NA,NA,0015-05-19,0.0225,NA,0015-05-24,0.0219,NA,0015-06-01,NA,0.052,0015-06-23,NA,0.2085,0015-06-23,0.2065,11.65,NA,NA,NA,NA,NA,NA,A1_F3_sanguin_24S,0015-04-25,NA,24,29,37,59,59,NA,115,139,144,152,174
215,A1_F3.6,A1,F3,A1F3.6.24S,sang,m,24S,NA,NA,NA,0015-05-19,0.0379,NA,0015-05-21,0.0526,NA,0015-05-30,NA,0.0941,0015-06-14,NA,0.2474,0015-06-15,0.2368,11.28,NA,NA,NA,NA,NA,NA,A1_F3_sanguin_24S,0015-04-25,NA,24,26,35,50,51,NA,115,139,141,150,166
216,A1_F3.7,A1,F3,A1F3.7.24S,sang,f,24S,NA,NA,NA,0015-05-19,0.066,NA,0015-05-26,0.1519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/8/15,A1_F3_sanguin_24S,0015-04-25,NA,24,31,NA,NA,NA,NA,115,139,146,NA,NA
217,A1_F3.8,A1,F3,A1F3.8.24S,sang,m,24S,NA,NA,NA,0015-05-19,0.0535,NA,0015-05-29,0.1325,NA,NA,NA,NA,NA,NA,NA,0015-06-10,0.2251,11.53,NA,NA,NA,NA,NA,NA,A1_F3_sanguin_24S,0015-04-25,NA,24,34,NA,NA,46,NA,115,139,149,NA,161
218,A1_F8.1,A1,F8,A1F8.1.24S,sang,NA,24S,NA,NA,NA,0015-05-26,0.0451,NA,0015-06-05,0.1417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_24S,0015-05-02,NA,24,34,NA,NA,NA,NA,122,146,156,NA,NA
219,A1_F8.2,A1,F8,A1F8.2.24S,sang,m,24S,NA,NA,NA,0015-05-26,0.0566,NA,0015-06-03,0.0968,NA,NA,NA,NA,NA,NA,NA,0015-06-15,0.2262,12.26,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_24S,0015-05-02,NA,24,32,NA,NA,44,NA,122,146,154,NA,166
220,A1_F8.3,A1,F8,A1F8.3.24S,sang,f,24S,NA,NA,NA,0015-05-26,0.0381,NA,0015-06-05,0.0848,NA,NA,NA,NA,NA,NA,NA,0015-06-17,0.2031,12.07,NA,1,NA,NA,NA,5/27/15,A1_F8_sanguin_24S,0015-05-02,NA,24,34,NA,NA,46,NA,122,146,156,NA,168
221,A1_F8.4,A1,F8,A1F8.4.24S,sang,f,24S,NA,NA,NA,0015-05-26,0.0429,NA,0015-06-05,0.1223,NA,NA,NA,NA,NA,NA,NA,0015-06-16,0.2398,12.62,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_24S,0015-05-02,NA,24,34,NA,NA,45,NA,122,146,156,NA,167
222,A1_F8.5,A1,F8,A1F8.5.24S,sang,f,24S,NA,NA,NA,0015-05-26,0.0438,NA,0015-06-06,0.1119,NA,NA,NA,NA,NA,NA,NA,0015-06-19,0.2319,12.81,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_24S,0015-05-02,NA,24,35,NA,NA,48,NA,122,146,157,NA,170
223,A1_F8.6,A1,F8,A1F8.6.24S,sang,f,24S,NA,NA,NA,0015-05-26,0.0379,NA,0015-06-05,0.0926,NA,NA,NA,NA,NA,NA,NA,0015-06-17,0.2163,12.71,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_24S,0015-05-02,NA,24,34,NA,NA,46,NA,122,146,156,NA,168
